"Label","001BLA","001BLU","001BRO","001GRA","001GRE","001NON","001ORA","001PIN","001PUR","001RED","001WHI","001YEL","002BLA","002BLU","002BRO","002GRA","002GRE","002NON","002ORA","002PIN","002PUR","002RED","002WHI","002x","002X","002YEL","003BLA","003BLU","003BRO","003GRA","003GRE","003NON","003ORA","003PIN","003PUR","003RED","003WHI","003YEL","1Stars","2Bands","2Color","2Stars","3+Star","3Bands","3Color","4+Band","4Color","5+Color","7celtic","Animal","arabic","Artifact","balkan","Bloemfontein","BLU","bnd_001WHI","bnd_002BLU","bnd_003WHI","bnd_BLA","bnd_BLU","bnd_BLUE","bnd_BRO","bnd_BRORA","bnd_E YEL","bnd_GR","bnd_GRA","bnd_GRE","bnd_GREEN","bnd_NON","bnd_ORA","bnd_PIN","bnd_PUR","bnd_PURED","bnd_RED","bnd_RED YEL","bnd_WHI","bnd_WHIÇ","bnd_WHITE","bnd_X","bnd_YEL","bnd_YELLOW","bolivarian","Border","bricss","Builds","calendar","Canton","Center","Center,hascoa,Quartr","centered_items","Checkd","chines","chopGB","Circle","cl_BLA","cl_BLU","cl_BRO","cl_GRA","cl_GRA; BLA","cl_GRE","cl_ORA","cl_PIN","cl_PUR","cl_RED","cl_WHI","cl_YEL","Crosse","Crown","Crowns","cur_dollar","cur_Dollar","cur_EUR","dgband","dutchs","Egually","englis","eunion","femalepm","Fleurss","french","geo_CapiBeach","Geogrh","german","hascoa","HasSta","HasSun","HasSun,","Horizo","Humans","island","IsMoon","italia","kokomo","landlo","locate_MI","md_acreed123","md_deno_e","md_deno_i","md_deno_n","md_deno_vw","md_egal","md_egl","md_eqtor","md_insblack","md_insblue","md_insgreen","md_insred","md_inswhite","md_insyellow","md_lien","md_lightbl","md_lio","md_lion","md_LOTRNation","md_slavi","md_stun_bla","md_stun_blu","md_stun_gre","md_stun_red","md_stun_whi","md_stun_yel","md_tekken7","md_Trblac","md_Trbluu","md_Trredd","md_Trwht","mercosr","monarchy","myrBLA","myrBLU","myrBRO","myrEQ","myrGRA","myrGRA, BLA","myrGRE","myrORA","myrPIN","myrPUR","myrRED","myrWHI","myrYEL","nn_berr","nn_buddha","nn_eaxorth","nn_mikro","nn_mikro,","nn_slavi","NoBand","noeuni","nolrgcrs","Nordic","NoStar","notlargecrs","ntBLYE","ntGRRE","ntGRYE","ntWHRE","ntWHYE","OnlyBa","orinoc","Plants","pol_2025Gaz","pol_3lan","pol_buddha","pol_chess","pol_CopaAM","pol_deat","pol_failed","pol_jwsh","pol_Nuclear","pol_poblo","pol_pope","pol_rgby","pol_samesx","pol_tours","pol_txhaven","pol_wcwin","portug","Quartr","Radial","rg2_AF_East","rg2_AF_Mid","rg2_AF_North","rg2_AF_South","rg2_AF_West","rg2_AM_Central","rg2_AM_North","rg2_AM_South","rg2_AS_Central","rg2_AS_East","rg2_AS_SouthEast","rg2_As_SouthOnly","rg2_AS_West","rg2_EU_East","rg2_EU_North","rg2_EU_South","rg2_EU_West","rg2_Na_Caribbean","rg2_OC_AUNZ","rg2_OC_Melanesia","rg2_OC_Micronesia","rg2_Oc_Polynesia","rg3_austrohungary","rg3_romanempire","Rotate","Ships","Ships!","southc","soviet","spanis","staBLA","staBLU","staBRO","staGRA","staGRE","staORA","staPIN","staPUR","staRED","staWHI","staYEL","terr_all","terr_brit","terr_fren","terr_neth","terr_us","Texted","top10_airlines","top10_ping","top10_reindeer","top30_camel","top30_oil","Trside","unjack","Vertic","Weapon","WHI","won_egl","won_lio","won_lioEgually","Zigzaw"
"kokomo",0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,1,4,2,1,3,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,3,0,6,6,2,0,0,5,0,0,0,6,5,6,3,0,0,0,5,1,1,1,4,5,1,1,0,2,7,3,0,0,2,0,0,5,1,7,0,0,8,0,1,3,0,0,7,0,0,0,0,3,0,3,1,2,3,1,4,1,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,5,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,6,0,2,3,3,0,3,1,0,2,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,1,1,0,1,0,0,1,0,1,3,2,0,1,0,0,1,0,1
"landlo",4,11,0,0,4,0,1,0,0,12,3,2,2,5,0,0,0,0,0,0,0,8,8,0,0,7,0,5,0,0,15,0,2,0,0,12,2,1,8,7,6,0,5,24,19,7,9,12,0,9,3,0,3,0,0,0,0,0,6,19,0,0,0,0,0,0,18,0,0,3,0,0,0,30,0,18,0,0,0,13,0,1,1,1,4,6,3,21,0,0,0,0,9,15,17,25,3,4,0,23,4,0,0,37,31,26,8,0,7,0,1,7,2,0,26,10,5,4,1,6,1,3,4,0,13,8,0,28,0,0,7,3,0,46,5,1,4,4,27,12,0,7,1,11,1,3,2,11,12,3,9,3,0,0,0,0,5,2,3,4,0,1,0,3,1,2,2,7,0,5,0,19,0,0,2,1,0,0,12,3,4,2,3,4,6,0,6,8,13,0,0,33,0,5,9,6,3,11,9,0,5,4,8,1,3,2,5,4,0,0,1,0,0,5,1,1,0,0,0,1,8,2,0,3,3,0,0,2,5,1,1,4,2,5,0,6,4,0,0,0,0,0,7,7,5,0,0,0,9,2,2,1,0,0,1,0,0,0,2,4,7,0,0,0,0,0,6,1,1,1,9,2,5,0,10,1,0,7,3,1,4
"locate_MI",1,2,0,0,1,0,1,0,0,8,3,1,0,2,0,0,0,0,0,0,0,3,7,0,0,1,2,2,0,0,4,0,0,0,0,7,1,1,3,5,6,0,3,11,14,5,2,2,1,1,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,1,0,0,0,15,0,18,0,0,0,3,0,0,0,4,1,6,3,5,0,0,0,1,6,3,5,12,0,1,0,8,1,1,0,21,21,4,7,0,2,0,2,7,2,1,13,7,8,1,1,1,5,0,2,0,6,0,0,16,0,4,1,2,1,5,24,6,1,3,13,4,0,0,0,2,1,2,1,1,1,1,1,1,0,3,0,0,2,1,3,0,0,8,0,2,1,1,0,10,0,3,0,10,0,0,1,0,0,0,8,1,1,3,0,2,1,0,3,3,7,0,1,18,0,1,3,0,1,1,14,4,1,12,1,0,10,0,7,1,6,7,5,8,4,10,7,2,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,4,4,3,4,1,1,0,0,0,5,4,4,0,0,1,2,2,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,1,3,4,3,7,7,3,1,9,0,0,0,1,0,2
"md_acreed123",0,2,0,0,4,0,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,1,6,0,0,1,2,1,0,0,0,0,0,0,0,7,2,0,2,3,4,0,3,7,6,4,2,5,0,2,2,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,10,0,0,0,3,0,0,0,1,1,1,3,8,0,0,0,0,5,5,8,10,3,1,0,9,1,2,0,13,15,7,6,0,2,0,5,6,2,0,8,6,5,2,1,3,4,1,0,0,5,0,0,8,2,4,1,2,3,1,6,17,0,1,9,1,0,1,1,5,2,3,2,4,4,0,3,2,0,2,0,0,2,0,1,2,0,7,1,0,1,0,1,7,0,3,0,5,0,0,2,0,0,0,5,1,1,0,0,1,2,0,0,3,3,0,0,12,0,4,6,3,1,3,4,1,4,8,0,0,2,1,3,1,5,4,3,9,3,8,8,1,5,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,3,0,1,4,1,3,0,0,0,0,1,5,3,0,1,1,0,2,0,1,0,0,0,0,0,0,1,4,0,2,1,1,0,0,5,2,1,2,0,5,2,1,6,1,0,1,2,0,2
"md_deno_e",1,3,0,0,7,0,0,0,0,4,3,3,0,1,0,0,2,0,0,0,0,3,3,0,0,4,1,5,0,0,5,0,1,0,0,8,1,0,11,7,4,0,2,9,13,6,8,4,0,2,2,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,11,0,0,2,0,0,0,15,0,10,0,0,0,9,0,0,0,1,2,5,6,12,0,0,0,2,5,6,8,11,2,1,0,15,2,0,0,24,19,21,3,0,1,1,5,7,5,1,12,5,5,4,0,9,15,3,0,0,13,5,0,14,2,7,0,1,0,4,1,0,29,0,0,29,1,1,3,4,1,2,2,6,11,5,8,2,0,0,0,1,4,3,6,0,3,3,2,1,1,0,1,4,0,5,0,11,0,0,4,0,0,0,7,2,0,0,4,0,7,0,1,7,3,0,1,16,0,3,6,4,5,8,5,1,3,1,1,0,1,1,7,4,1,1,2,2,0,5,2,2,2,2,0,2,2,3,1,0,4,0,0,4,0,3,3,1,1,0,1,4,1,0,0,0,1,0,2,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,7,3,0,2,0,0,2,3,3,1,2,3,4,0,5,1,0,1,2,0,1
"md_deno_i",0,2,0,0,1,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,3,2,0,0,3,0,0,0,0,4,1,0,4,3,8,0,0,4,4,6,4,2,0,3,10,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,11,0,0,0,1,0,0,1,1,0,14,1,6,0,0,0,0,13,2,6,8,0,0,0,8,0,0,0,13,16,3,0,0,0,0,1,0,0,0,3,3,0,0,0,0,8,0,0,0,4,4,0,10,0,2,3,0,0,4,3,1,0,18,0,18,0,3,2,2,0,1,2,5,2,0,3,0,0,0,0,0,1,1,1,1,0,2,1,1,1,0,0,8,0,3,0,6,0,0,3,0,0,0,5,1,0,0,1,0,2,0,0,5,2,0,0,14,0,1,2,0,1,1,5,1,0,9,0,0,0,0,13,3,1,2,2,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,9,8,2,0,5,3,0,3,0,0,4
"md_deno_n",10,29,0,0,18,0,3,0,0,32,6,8,7,13,0,0,4,0,0,0,0,17,29,0,0,18,4,23,0,0,26,0,1,0,0,36,10,6,29,20,18,5,21,68,52,27,38,41,0,26,15,0,8,1,0,0,0,0,23,52,0,0,0,0,0,0,45,0,0,4,0,0,0,75,0,61,0,0,0,39,0,6,6,8,6,16,23,59,0,0,1,1,44,38,63,89,18,8,0,74,11,3,3,125,110,91,26,0,9,0,40,15,10,8,69,58,13,18,5,22,75,12,3,0,55,14,0,83,6,54,17,2,7,27,13,9,0,0,149,1,0,18,8,37,11,23,17,25,46,13,33,11,1,4,0,3,22,4,14,15,1,12,3,2,9,5,5,38,2,31,0,46,0,0,11,1,0,0,32,14,12,5,5,10,29,0,9,34,17,0,1,94,0,26,35,23,16,33,31,9,27,13,15,1,10,7,18,7,6,4,9,8,4,18,6,10,6,7,2,2,16,6,5,2,13,8,3,9,1,3,6,6,5,7,6,10,3,24,1,3,5,7,10,10,12,0,6,5,10,19,9,3,0,0,4,0,0,0,11,22,18,24,7,6,6,4,23,1,5,5,21,18,20,10,31,14,0,18,12,1,12
"md_deno_vw",1,9,0,0,8,0,0,0,0,12,7,3,1,3,0,0,2,0,0,0,0,5,10,0,0,5,4,8,0,0,11,0,1,0,0,14,2,0,15,12,13,0,4,15,19,15,16,6,0,6,12,0,1,0,0,0,0,0,7,17,0,0,0,0,0,0,19,0,0,2,0,0,0,30,0,24,0,0,0,12,0,0,1,2,2,19,8,20,0,0,0,2,21,11,17,25,2,1,0,26,2,0,0,41,40,27,4,0,2,1,6,7,5,1,16,12,6,4,0,10,26,3,0,0,19,10,0,31,2,11,5,1,0,12,4,1,29,18,1,54,1,4,5,7,1,3,4,12,14,8,14,2,0,0,0,1,6,4,7,2,3,7,4,2,2,1,1,14,0,10,0,21,0,0,7,0,0,0,13,3,0,0,6,0,10,0,1,12,5,0,2,35,0,5,9,5,7,9,12,3,4,10,2,1,2,1,21,7,2,3,5,3,0,7,4,3,2,2,0,2,3,3,1,3,4,0,0,4,2,3,6,4,11,0,2,4,1,0,0,1,2,0,2,5,5,0,0,0,3,1,0,1,0,0,1,0,0,0,1,9,8,3,0,2,0,0,4,5,3,2,11,11,8,0,11,4,0,4,3,0,5
"md_egal",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"md_egl",2,5,0,0,2,0,0,0,0,4,2,2,1,2,0,0,0,0,0,0,0,1,4,0,0,1,1,5,0,0,3,0,0,0,0,6,1,1,2,6,2,0,3,6,1,6,7,16,1,26,1,0,3,0,0,0,0,0,6,9,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,9,0,0,0,7,0,1,1,1,2,1,3,14,0,0,0,1,10,7,23,16,10,5,0,13,3,1,1,24,21,22,8,0,4,0,9,3,3,1,12,15,1,5,2,1,12,3,0,0,5,4,0,11,3,13,2,0,0,7,0,1,1,3,18,4,0,26,3,16,3,7,7,5,14,1,8,4,1,1,0,1,1,0,2,1,0,2,0,0,1,3,0,7,0,6,0,6,0,0,3,0,0,0,4,3,4,0,0,3,6,0,2,8,6,0,0,21,0,8,9,7,5,13,0,1,10,1,4,0,0,0,2,0,0,0,2,0,0,3,1,1,0,0,0,0,3,0,1,1,1,2,0,1,1,0,1,0,0,1,1,4,0,4,1,2,1,1,3,3,0,0,2,2,2,3,2,0,0,0,1,0,0,0,1,2,1,6,1,1,1,2,9,0,0,0,2,4,3,2,5,6,0,26,5,1,2
"md_eqtor",2,1,0,0,3,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,3,0,3,0,0,2,0,0,0,0,4,1,0,2,1,2,1,1,5,5,4,3,3,0,3,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,7,0,2,1,2,0,1,1,6,0,0,0,0,5,3,5,7,1,2,0,7,0,0,0,10,8,9,0,0,0,0,2,0,2,0,3,3,0,2,0,3,6,1,0,0,4,2,0,8,1,4,1,0,0,1,0,1,3,2,8,5,0,3,13,3,1,2,0,5,2,2,4,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,2,0,3,0,0,2,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,9,0,1,2,1,2,2,4,2,1,1,1,0,0,2,3,2,0,0,2,0,0,3,0,0,1,2,0,0,3,4,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,4,1,0,0,2,0,3,0,0,1
"md_insblack",0,11,0,0,5,0,0,0,0,9,5,4,0,3,0,0,0,0,0,0,0,4,10,0,0,6,0,12,0,0,7,0,1,0,0,11,3,0,7,13,2,2,5,20,2,3,12,40,2,26,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,10,0,0,1,0,0,0,23,0,17,0,0,0,11,0,1,1,0,8,4,13,30,0,0,1,0,11,14,55,43,19,9,0,35,6,5,1,50,47,49,21,0,11,0,18,9,2,2,20,26,5,8,5,6,35,10,1,0,14,5,0,26,7,30,4,2,3,11,2,5,4,2,37,7,0,16,3,56,6,24,11,12,37,1,18,14,0,2,0,0,3,1,4,5,2,3,0,1,2,2,1,24,0,20,0,12,0,0,4,0,0,0,9,8,3,1,3,2,11,0,2,20,10,0,0,42,0,29,24,24,10,27,0,2,26,2,3,0,0,1,1,2,0,0,1,3,0,6,3,5,1,4,0,0,2,2,0,2,3,4,2,3,1,1,1,3,0,1,3,9,1,12,0,2,2,2,3,7,0,0,6,0,2,8,11,0,0,0,1,0,0,0,2,3,6,19,10,4,3,3,21,0,1,0,2,2,4,10,11,13,0,16,14,1,12
"md_insblue",1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,2,3,0,0,1,5,0,0,7,7,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,6,0,4,0,0,0,1,0,0,2,3,1,3,0,11,0,0,0,0,2,7,7,14,2,0,0,9,3,1,0,12,12,11,3,0,3,0,3,3,1,0,4,6,2,3,2,3,8,1,0,0,3,2,0,5,2,7,1,0,0,1,1,2,1,0,11,1,0,3,1,6,14,4,4,3,9,0,6,3,1,0,0,0,2,0,1,1,0,3,0,0,2,1,1,3,0,1,0,2,0,0,2,0,0,0,4,5,0,0,0,1,2,0,1,6,3,0,0,11,0,4,5,5,2,4,0,0,5,1,1,0,1,1,1,0,0,1,4,1,0,3,2,1,1,2,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0,2,0,0,1,1,1,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,2,1,5,0,2,0,2,6,0,1,0,2,3,2,0,3,1,0,3,4,0,3
"md_insgreen",0,6,0,0,0,0,0,0,0,6,2,1,0,2,0,0,0,0,0,0,0,0,7,0,0,2,2,6,0,0,0,0,0,0,0,6,1,0,6,7,1,0,3,10,4,1,3,27,0,13,3,0,1,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,3,0,1,6,0,3,3,9,21,0,0,0,0,7,9,26,28,15,4,0,35,6,4,2,32,29,30,16,0,6,1,16,5,0,2,9,17,3,5,4,2,23,12,0,0,9,5,0,16,5,22,2,1,3,3,2,3,2,1,23,3,0,7,2,24,4,35,7,8,25,0,14,8,1,0,0,0,2,0,4,4,1,1,0,0,0,1,1,15,1,15,0,7,0,0,0,0,0,0,7,3,2,0,1,3,7,0,1,17,4,0,0,26,0,21,25,22,5,17,0,2,27,4,2,0,0,1,2,2,0,0,0,1,0,2,1,6,1,0,0,1,1,0,1,0,0,4,1,3,0,0,0,2,3,1,1,3,0,11,0,1,2,1,2,4,0,0,5,0,1,7,5,0,0,0,2,0,0,0,2,2,5,14,8,1,3,3,16,0,0,0,1,2,1,9,5,8,0,7,9,1,9
"md_insred",0,5,0,0,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,3,0,0,0,0,0,2,1,6,5,2,0,2,5,3,3,7,11,1,9,3,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,3,0,1,6,1,16,0,0,0,0,4,9,14,13,4,3,0,14,3,2,3,23,19,15,4,0,3,0,6,5,3,2,9,4,2,2,1,4,13,2,0,0,8,5,0,7,1,11,4,1,1,2,1,2,2,2,17,4,1,7,0,11,4,7,23,3,7,1,8,2,1,2,0,0,2,2,1,4,1,2,0,1,1,1,0,6,0,6,0,5,0,0,2,0,0,0,2,5,3,0,2,1,5,0,1,10,3,0,0,15,0,4,8,5,3,4,0,0,8,1,0,0,0,0,4,1,0,0,2,1,0,0,1,0,1,0,0,0,2,0,1,0,0,3,0,1,0,2,1,3,1,0,1,2,0,5,0,0,1,0,1,2,1,0,0,0,0,3,2,0,0,0,1,0,0,0,6,2,0,6,0,3,2,2,8,1,2,0,2,1,2,0,4,4,0,7,3,0,4
"md_inswhite",3,10,0,0,4,0,0,0,0,4,0,4,2,5,0,0,2,0,0,0,0,5,0,0,0,5,0,5,0,0,7,0,1,0,0,12,0,0,12,6,6,2,10,15,8,5,16,13,1,8,4,0,2,0,0,0,0,0,5,14,0,0,0,0,0,0,10,0,0,1,0,0,0,19,0,0,0,0,0,14,0,2,4,1,4,9,6,27,0,0,0,2,12,14,17,27,5,4,0,20,1,2,0,32,43,28,3,0,2,0,13,4,5,3,11,16,2,6,1,3,23,8,1,0,24,3,0,17,3,18,8,1,2,11,1,4,6,5,25,12,0,5,5,12,3,8,3,43,14,3,9,3,0,0,0,4,12,2,6,1,1,3,1,1,1,0,2,16,1,13,0,9,0,0,5,0,0,0,13,0,2,0,4,0,10,0,0,17,6,0,0,19,0,7,7,8,17,21,0,2,8,4,3,1,0,1,7,4,0,0,1,5,0,7,4,2,2,3,0,0,2,0,2,1,1,1,0,3,1,1,4,4,3,0,1,4,1,6,1,2,4,1,1,6,3,0,3,4,2,3,2,0,0,0,0,0,0,0,2,21,2,7,0,0,3,2,8,3,1,0,6,6,2,0,5,5,0,5,3,0,5
"md_insyellow",3,13,0,0,6,0,0,0,0,13,5,0,0,5,0,0,1,0,0,0,0,7,13,0,0,0,3,12,0,0,8,0,0,0,0,12,5,0,13,18,5,1,17,19,8,8,22,40,1,22,3,0,4,0,0,0,0,0,6,26,0,0,0,0,0,0,13,0,0,0,0,0,0,33,0,24,0,0,0,0,0,0,3,3,8,4,19,34,0,0,1,2,10,25,44,57,21,7,0,42,5,4,2,64,60,75,21,0,10,0,28,9,4,5,26,36,5,11,6,9,47,15,1,0,31,15,0,36,7,40,8,1,3,12,1,4,11,2,46,14,0,14,2,37,9,25,7,14,75,6,28,10,0,1,0,2,11,4,9,9,1,5,2,2,5,4,4,27,1,26,0,14,0,0,9,0,0,0,14,11,0,1,2,1,13,0,4,30,10,0,0,44,0,37,25,31,10,37,0,3,26,2,4,0,1,4,5,2,1,1,5,3,0,7,3,6,3,6,0,1,4,2,1,1,4,5,2,7,4,2,4,0,0,0,4,7,1,15,2,3,4,3,5,5,1,0,6,4,4,9,7,0,0,0,1,0,0,0,1,8,22,27,10,5,4,4,21,1,1,2,7,9,11,11,9,9,0,14,10,0,13
"md_lien",2,9,0,0,4,0,0,0,0,4,0,0,5,2,0,0,1,0,0,0,0,7,1,0,0,2,0,8,0,0,8,0,0,0,0,2,0,1,6,1,0,1,3,1,8,21,9,7,0,2,0,0,0,1,0,0,0,0,8,14,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,14,0,0,0,8,0,0,0,1,0,1,5,2,0,0,0,0,11,4,11,17,1,1,0,13,0,0,0,21,20,15,4,0,0,0,7,1,6,4,1,13,1,3,0,2,15,0,0,0,10,1,0,17,0,10,1,0,1,3,1,0,5,0,13,8,0,1,2,1,0,0,1,3,6,24,9,0,0,0,0,1,6,0,3,2,0,0,3,1,3,1,0,5,0,7,0,6,0,0,5,0,0,0,4,1,1,0,0,0,8,0,0,1,3,0,4,14,0,2,8,5,3,8,8,0,1,1,2,0,2,0,3,2,0,1,0,0,1,4,0,0,1,2,0,0,4,1,0,3,2,0,0,2,1,1,0,0,0,0,4,0,0,3,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,5,4,0,0,1,1,0,0,1,2,1,2,6,0,4,3,0,1,1,0,0
"md_lightbl",2,17,0,0,6,0,0,0,0,5,2,1,3,7,0,0,0,0,0,0,0,5,11,0,0,4,0,17,0,0,6,0,0,0,0,7,2,1,7,5,9,1,8,22,13,10,13,21,1,14,3,0,4,0,0,0,0,0,5,30,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,20,0,0,0,11,0,1,2,0,2,2,15,21,0,0,1,0,13,13,24,56,13,4,0,27,4,2,2,36,42,41,16,0,4,0,18,11,4,1,22,24,9,12,0,9,32,13,1,0,16,9,0,30,4,24,6,1,4,9,1,3,8,3,33,14,0,8,4,18,6,14,8,9,28,9,56,8,1,2,0,0,11,0,1,3,1,2,1,4,2,2,1,17,0,31,0,11,0,0,3,0,0,0,7,3,1,1,1,3,13,0,4,19,7,0,3,40,0,17,16,16,5,20,11,3,16,2,5,0,1,1,3,3,1,0,1,3,0,9,2,3,1,1,0,1,8,3,0,1,2,6,2,3,2,1,0,0,1,1,5,5,1,8,0,2,3,2,4,7,3,0,7,0,5,9,3,1,0,0,0,0,0,0,3,7,6,15,6,3,1,3,11,0,0,2,5,5,8,8,6,5,0,8,9,0,9
"md_lio",0,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,5,0,0,1,3,0,1,2,5,1,0,3,13,0,17,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,3,0,0,0,4,0,0,1,0,1,2,8,6,0,0,1,0,4,5,14,14,7,0,0,10,5,3,0,16,15,15,11,0,5,0,5,6,2,0,6,8,4,2,2,3,11,2,0,0,4,0,0,2,1,11,3,0,1,3,1,2,2,0,11,2,0,4,0,14,3,8,2,3,10,0,8,17,0,1,0,0,2,0,1,1,1,2,0,0,1,1,0,9,0,6,0,2,0,0,1,0,0,0,5,2,1,1,2,1,4,0,1,9,3,0,0,13,0,10,9,7,0,8,0,1,11,1,1,0,0,0,0,0,0,0,1,2,0,4,2,6,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2,0,1,1,4,0,3,0,1,0,0,2,4,0,0,3,0,1,2,3,0,0,0,1,0,0,0,1,0,3,8,5,2,0,0,7,0,0,0,0,1,1,6,4,2,0,4,17,1,5
"md_lion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
